Rooms,Type,Price,Propertycount,Distance
3,h,1220000,8400,0.7
4,u,1250000,8400,0.7
2,u,430000,8400,0.7
3,t,845000,1223,6.2
4,h,850000,1223,6.2
3,h,696000,7412,20.8
1,h,802000,7412,20.8
3,h,560000,14042,14
3,h,,14042,14
3,h,581000,14042,14
3,h,,14042,14
1,u,430000,13240,5
1,u,420000,13240,5
1,u,392000,13240,5
4,h,1900000,13240,5
2,u,590000,13240,5
2,u,570000,13240,5
2,u,510000,13240,5
2,u,,13240,5
4,h,1300000,3284,8.2
4,h,1300000,3284,8.2
2,h,1620000,3284,8.2
4,h,931999,389,8.2
4,h,530000,14092,31.7
4,h,890000,3755,10.5
3,t,570000,3755,10.5
3,h,600000,4217,10.5
3,h,650000,4217,10.5
4,h,640000,4217,10.5
4,t,,4217,10.5
4,h,736000,4217,10.5
3,h,605000,4217,10.5
3,h,687000,6763,10.5
3,h,668000,6763,10.5
3,h,485000,6763,10.5
3,h,1755000,5457,10.2
4,h,1700000,5457,10.2
4,h,1900000,5457,10.2
4,h,521000,3640,18
4,h,599000,10160,18.4
4,h,640000,4242,18
4,h,715000,5336,15.5
4,h,666000,5336,15.5
4,h,1412000,6202,15.5
4,h,965000,6202,15.5
4,h,1280000,5420,12.4
5,h,750000,5420,12.4
3,h,685000,7955,15.3
3,h,643000,7955,15.3
3,h,605000,7955,15.3
3,h,887000,8870,7
3,h,1265000,8870,7
1,u,277500,8870,7
4,h,,7217,4.1
4,h,,7217,4.1
1,u,515501,7217,4.1
1,u,611000,7217,4.1
2,u,,7217,4.1
4,h,,7217,4.1
4,h,,5811,18.4
4,h,627000,5811,18.4
2,h,250000,3296,12.9
3,u,451000,3296,12.9
4,h,570500,3296,12.9
3,h,510000,3296,12.9
3,h,523500,3296,12.9
5,h,678000,3296,12.9
4,h,552000,2591,29.3
2,u,675000,4181,17.2
3,h,1047000,4181,17.2
3,h,905000,4181,17.2
3,h,1045000,4181,17.2
3,h,905000,4181,17.2
3,h,885000,4181,17.2
2,u,546000,2698,8.9
3,h,,2698,8.9
4,h,,7082,14.7
3,u,,7082,14.7
3,h,,7082,14.7
3,h,,7082,14.7
4,h,,2003,21.1
3,h,671000,2329,14.5
3,h,741000,2329,14.5
4,h,706000,2329,14.5
3,h,725000,2329,14.5
4,h,,1442,14.5
3,h,610000,16166,14.7
3,h,474000,16166,14.7
2,u,470000,5058,6.4
3,h,820000,5058,6.4
2,t,,5058,6.4
3,h,,2474,16.5
3,h,610000,2474,16.5
4,h,,2474,16.5
2,u,430000,2474,16.5
4,h,1075000,7392,16.7
4,h,1330000,6380,6.8
3,h,1010000,6380,6.8
3,h,,2940,25.5
3,h,390000,2940,25.5
4,u,585000,2940,25.5
4,h,615000,5262,27.2
3,t,1040000,6543,6.3
3,h,1419000,6543,6.3
3,h,1050000,6543,6.3
1,h,470000,6543,6.3
3,h,,4019,3
2,h,1271000,4019,3
2,h,745000,4019,3
3,h,1167500,1543,7.5
3,h,866000,3464,10.4
3,h,,3280,3
3,h,,3280,3
2,h,2130000,3280,3
4,h,,3280,3
2,u,420000,2185,10.5
3,h,700000,2185,10.5
3,u,580000,2185,10.5
3,t,1285000,2211,5.7
5,h,1480000,5301,11
3,h,615000,7630,15.5
2,h,,7630,15.5
3,h,850000,5132,9.4
3,h,911000,5132,9.4
3,t,1835000,4836,6.3
3,h,,4836,6.3
3,h,,4836,6.3
2,h,,4836,6.3
2,h,1020000,6567,4.3
3,h,1041000,6567,4.3
2,t,565000,6567,4.3
6,h,2250000,6567,4.3
4,t,900000,6567,4.3
2,h,800000,6567,4.3
4,h,2220000,3052,10.2
3,h,1510000,3052,10.2
4,h,,2894,10.2
2,u,,2894,10.2
3,h,1470000,2824,21.5
3,h,875000,2243,21.5
5,h,942000,2243,21.5
4,h,900000,4502,9.5
2,u,450000,2952,6.4
3,h,,5682,7.9
3,h,1135000,5682,7.9
4,h,,5682,7.9
3,h,2000000,5682,7.9
4,h,,7809,9.7
4,h,1850000,7809,9.7
4,h,2000000,7809,9.7
3,u,700000,7809,9.7
4,h,1890000,7809,9.7
3,h,1565000,7809,9.7
4,h,1630000,7809,9.7
4,h,915000,3598,23.2
4,h,,2332,39
4,h,,5366,17.3
4,h,2200000,5366,17.3
4,t,1105000,6795,11.4
3,t,1303000,6795,11.4
4,h,,6795,11.4
4,t,1285000,6795,11.4
3,h,,6795,11.4
3,h,830000,10969,13.8
3,t,,10969,13.8
3,t,767000,10969,13.8
4,h,1860000,10969,13.8
4,h,1262500,10969,13.8
3,h,,10969,13.8
3,t,1200000,10969,13.8
3,h,1105000,2866,17.3
3,h,1390000,5713,13.4
3,t,1488500,5713,13.4
4,h,,5713,13.4
3,h,1430000,5713,13.4
3,h,,2867,13.4
2,t,777000,2867,13.4
1,h,1660500,2867,13.4
3,h,1305000,2867,13.4
5,h,1380000,2867,13.4
3,h,1293500,4387,13.4
3,h,,4387,13.4
3,h,951000,4387,13.4
3,h,,2887,27
4,h,842500,9704,25
5,h,,4605,10.9
2,u,572000,4605,10.9
3,h,910000,4605,10.9
3,u,1392000,10579,10.5
4,h,,10579,10.5
3,h,2445000,10579,10.5
2,u,520000,10579,10.5
4,h,3110000,10579,10.5
2,u,785000,10579,10.5
4,h,2000000,10579,10.5
2,h,1350000,10579,10.5
5,h,2140000,6938,10.3
4,h,1630000,6938,10.3
2,u,910000,6938,10.3
3,h,1975000,6938,10.3
3,h,1635000,6938,10.3
3,t,1760000,6938,10.3
8,h,1880000,6938,10.3
3,h,1743000,6938,10.3
3,t,425000,4294,14
3,h,525000,4294,14
3,h,482000,4294,14
3,h,,3122,29.8
3,t,599999,962,6.4
2,u,,11918,5.2
2,h,830000,11918,5.2
2,t,,11918,5.2
4,h,1385000,11918,5.2
3,t,981000,11918,5.2
1,u,418000,11918,5.2
4,h,,5533,4
2,h,1283000,5533,4
2,h,1025000,5533,4
2,h,1015000,5533,4
2,u,500000,5533,4
2,u,550000,5533,4
2,u,460000,5533,4
1,h,1185000,5533,4
2,u,435000,5533,4
3,h,1060000,7082,5.2
2,u,424000,7082,5.2
3,h,1220000,7082,5.2
3,h,1097000,7082,5.2
3,h,1100000,7082,5.2
5,h,1730000,4480,10.8
2,t,370000,10175,12.1
3,h,1210000,10175,12.1
3,h,599500,1686,14.8
4,h,,5678,10.4
2,h,870000,5678,10.4
3,h,1385000,5678,10.4
5,h,2050000,4048,14.7
5,h,1055000,4048,14.7
4,h,2513000,8920,7.7
2,h,1900000,8920,7.7
4,h,1700000,8920,7.7
3,h,1620000,8920,7.7
4,h,3550000,8920,7.7
4,h,1980000,8920,7.7
3,u,,8920,7.7
3,h,1861000,8920,7.7
3,h,,8920,7.7
2,h,1402000,8920,7.7
4,h,,3265,8.4
4,h,,3265,8.4
4,h,2510000,3265,8.4
5,h,8000000,3265,8.4
3,t,1775000,3265,8.4
3,h,3725000,3265,8.4
4,h,3450000,3106,3.5
2,h,,3106,3.5
2,h,1290000,3106,3.5
2,u,470000,7822,10.1
2,u,,7822,10.1
3,u,1105000,7822,10.1
3,h,1200000,7822,10.1
4,h,842500,7719,14.8
3,u,575000,1989,31.2
4,h,985000,1989,31.2
4,h,525000,8060,34.9
4,h,,8060,34.9
3,h,537500,8060,34.9
2,u,655000,6923,7.8
3,h,,6923,7.8
3,t,1000000,5051,8.7
2,h,1104000,5051,8.7
2,u,555500,3906,27
6,h,850000,3906,27
3,u,690000,3906,27
5,h,1500000,9758,17.9
4,h,1430000,9758,17.9
3,h,1210000,9758,17.9
3,h,720000,3789,27.1
4,u,1060000,2727,17.5
4,h,1401000,5837,16.7
3,h,1650000,5837,16.7
3,u,,5837,16.7
4,h,1290000,4734,17.5
2,h,1250000,2954,3.6
3,h,1652500,2954,3.6
2,h,1250000,2954,3.6
3,h,1660000,2954,3.6
1,u,465000,2954,3.6
4,t,680000,11204,6.7
3,h,1180000,11204,6.7
3,h,940500,11204,6.7
3,t,824000,11204,6.7
2,h,941000,11204,6.7
2,h,,11204,6.7
2,h,775000,11204,6.7
3,h,985000,11204,6.7
4,h,770000,3445,6.7
3,h,1309000,4553,2
3,h,496000,1124,17.4
4,h,491000,15510,20.6
4,h,,15510,20.6
4,h,510000,15510,20.6
4,h,603000,5462,34.7
4,h,,6464,34.7
4,h,1220000,11925,23
4,h,,11925,23
3,h,820000,11925,23
3,h,725000,1705,23
4,h,,1863,23
3,h,,8322,24.7
3,h,,6388,14.8
3,h,,6388,14.8
4,h,690000,2276,14.7
3,h,730000,4258,21.8
3,h,722888,4258,21.8
3,h,640000,4258,21.8
3,h,490000,4258,21.8
4,h,730000,3940,22.2
3,h,970000,3940,22.2
4,h,931000,3940,22.2
3,h,1380000,9028,12.4
3,u,950000,9028,12.4
5,h,1360000,9028,12.4
4,h,1100000,9028,12.4
4,h,1420000,10999,14.3
3,t,840000,10999,14.3
4,h,,10999,14.3
5,h,,10999,14.3
3,h,1475000,10999,14.3
5,h,1165000,10999,14.3
5,h,1260000,10999,14.3
4,t,1180000,10999,14.3
4,h,1305000,4790,16.1
5,h,,4790,16.1
4,h,490000,7254,25.9
3,h,470500,7254,25.9
2,u,810000,3040,1.3
2,t,710000,2546,27
5,h,3550000,2546,27
3,h,1000000,6990,18
4,h,,6990,18
3,h,950000,6990,18
3,u,580000,6990,18
3,u,950000,8989,7.2
1,u,360000,8989,7.2
3,h,1875000,8989,7.2
3,h,,8989,7.2
3,h,560500,10926,19.6
3,h,414000,10926,19.6
3,h,1400000,9264,7.5
2,u,700000,9264,7.5
3,h,1406000,588,7.5
2,h,,2970,5.7
3,h,1500000,2970,5.7
2,h,949500,5070,13.1
3,u,532000,5070,13.1
3,h,698000,5070,13.1
3,h,815000,10788,24.8
3,h,,5825,2.1
2,u,1320000,5825,2.1
2,u,,5825,2.1
2,h,,5825,2.1
2,h,1350000,5825,2.1
3,h,2725000,5825,2.1
2,u,,5825,2.1
2,u,,5825,2.1
5,h,1550000,3593,3.4
2,u,500000,3593,3.4
2,u,450000,3593,3.4
3,h,871000,7570,5.1
3,h,,4385,15.4
2,t,685000,4385,15.4
3,h,1277500,4385,15.4
3,h,581000,17055,38
3,h,840000,7566,38
3,h,555000,3285,12.9
1,u,260000,2403,10.1
2,u,730000,2403,10.1
2,u,535000,2403,10.1
4,h,,10412,7.3
4,t,,10412,7.3
3,h,,10412,7.3
3,h,,10412,7.3
5,h,1950000,10412,7.3
3,t,,10412,7.3
5,h,,10412,7.3
3,h,2085000,10412,7.3
4,h,1760000,10412,7.3
2,u,710000,10412,7.3
4,h,2340000,10412,7.3
3,h,,15321,16.7
4,h,1145000,15321,16.7
6,h,1255500,15321,16.7
3,h,1095000,15321,16.7
3,t,,15321,16.7
3,t,,15321,16.7
4,h,,15321,16.7
3,h,597500,8870,11.2
3,h,,8870,11.2
3,h,690000,8870,11.2
3,h,822000,8870,11.2
3,u,500000,8870,11.2
3,h,710000,8870,11.2
2,t,512500,8870,11.2
3,h,510000,8870,11.2
4,h,990000,1071,12.9
3,h,835000,8524,16.1
3,h,1000000,8524,16.1
4,h,,8524,16.1
3,h,876000,8524,16.1
3,h,,8524,16.1
6,h,750000,8524,16.1
4,h,673000,4864,20.4
3,h,725000,2606,11.2
4,t,1910000,5454,13.8
3,h,1620000,5454,13.8
1,u,,5454,13.8
2,h,1789000,5454,13.8
2,t,837000,5454,13.8
1,h,300000,11308,5.3
2,h,,11308,5.3
3,h,,11308,5.3
4,h,,11308,5.3
4,h,,11308,5.3
1,u,,11308,5.3
2,h,1800000,11308,5.3
1,u,275000,11308,5.3
3,t,1300000,11308,5.3
3,h,1575000,6482,6.2
2,h,1320000,6482,6.2
3,h,,6482,6.2
4,h,3600000,6482,6.2
4,h,2425000,6482,6.2
3,h,1890000,6482,6.2
1,u,400500,6482,6.2
3,h,,3794,21.3
3,h,1000800,3794,21.3
2,h,,2674,8.8
2,h,613000,2674,8.8
2,u,528500,4794,16
3,h,910000,4794,16
4,t,,4794,16
2,t,824000,4794,16
4,h,680000,13830,18.4
4,t,1340000,3145,12.3
4,h,1132000,768,12.3
3,h,,5549,7.8
5,h,1689000,5549,7.8
2,h,690000,5549,7.8
3,t,1330000,5549,7.8
3,h,1851000,5549,7.8
5,h,2325000,1554,7.8
3,h,2400000,1554,7.8
4,h,566000,121,20.6
3,h,840000,2339,14.5
2,u,490000,5629,11.7
3,h,745000,5629,11.7
3,t,845000,5629,11.7
4,h,1300000,5629,11.7
4,h,910000,5629,11.7
3,h,,5629,11.7
3,h,941000,5629,11.7
3,h,738000,5629,11.7
2,u,525000,5263,3.4
4,h,,10331,5.4
2,u,,10331,5.4
3,h,,10331,5.4
1,u,468000,10331,5.4
4,h,2600000,10331,5.4
5,h,,10331,5.4
5,h,4515000,10331,5.4
5,h,3160000,10331,5.4
2,u,820000,10331,5.4
3,h,,10331,5.4
4,h,,10331,5.4
3,h,,10331,5.4
3,h,,2671,7.3
3,t,1200000,2671,7.3
3,h,600000,4654,26
6,h,1200000,4654,26
3,u,488000,1414,12.1
3,h,1190000,1808,6.4
3,u,771000,2949,23.3
5,h,,394,5.9
5,h,710000,8279,16.3
3,h,655000,8279,16.3
1,h,350000,8279,16.3
4,h,771000,8279,16.3
3,u,450000,8279,16.3
4,h,948000,1624,14.6
2,u,590000,4168,12.7
3,h,631000,4168,12.7
4,t,755000,4168,12.7
3,h,873000,3873,6.4
3,h,2250000,4675,5.9
5,h,,4675,5.9
3,h,,4675,5.9
3,h,2000000,4675,5.9
4,h,,4675,5.9
2,h,,4675,5.9
3,h,,4675,5.9
4,h,,4675,5.9
3,h,,4675,5.9
3,h,,8801,8.4
4,h,,8801,8.4
3,t,910000,8801,8.4
4,h,1290000,8801,8.4
4,h,,8801,8.4
3,h,2020000,8801,8.4
4,h,,8801,8.4
4,h,,4918,4.3
3,h,950000,4918,4.3
4,h,1080000,4918,4.3
2,t,,2397,11.4
3,t,,2397,11.4
4,h,591000,4704,17.4
2,u,452000,17496,0
3,h,400000,3600,31.7
3,h,313000,4718,29.8
3,h,286000,4718,29.8
3,h,335000,4718,29.8
3,t,1005000,6162,20
3,t,1105000,6162,20
4,h,,2019,3
4,h,,10529,17.9
2,u,380000,10529,17.9
3,h,559000,10529,17.9
4,h,707000,10529,17.9
3,h,613000,10529,17.9
3,h,669000,10529,17.9
3,h,550000,10529,17.9
4,h,577000,10529,17.9
3,h,,6871,17.2
5,h,1315000,6871,17.2
3,h,1105000,6871,17.2
3,h,,6871,17.2
3,h,1450000,6871,17.2
3,h,1047000,6871,17.2
4,h,2100000,2079,10.2
3,h,,2079,10.2
4,h,2660000,2079,10.2
2,h,665000,2079,10.2
3,h,1100000,6232,6.2
2,h,1350000,6232,6.2
5,h,2300000,6232,6.2
2,h,1302500,6232,6.2
2,t,742500,2555,14.3
3,h,680000,3532,31.6
5,h,2680000,13366,14.2
3,h,1305000,13366,14.2
4,t,1143000,13366,14.2
3,h,1302000,13366,14.2
4,h,1590000,13366,14.2
4,h,1970000,13366,14.2
4,h,2105000,13366,14.2
3,h,1106000,13366,14.2
5,h,1620000,13366,14.2
3,h,1280000,13366,14.2
4,h,880500,7113,18.8
5,h,,7113,18.8
4,h,930000,7113,18.8
2,u,770000,4442,10.1
2,u,582000,4442,10.1
3,h,1200000,4442,10.1
3,h,,4442,10.1
5,h,640000,9376,34.1
3,h,574000,9376,34.1
3,h,975000,5498,6.2
5,h,1820000,5498,6.2
3,t,900000,5498,6.2
3,t,870000,5498,6.2
3,h,944000,2291,10.4
3,h,,11806,22.7
3,h,650000,11806,22.7
3,h,2161000,6821,1.8
3,h,1057000,1058,21.1
5,h,1750000,11364,5.3
2,h,,11364,5.3
4,h,1822000,11364,5.3
1,u,280000,11364,5.3
3,h,950000,4973,15.4
2,h,1195000,4973,15.4
3,h,1161000,4973,15.4
4,h,1280000,4973,15.4
4,h,,4973,15.4
3,h,,4973,15.4
3,h,1400000,2651,11.2
3,u,655000,3224,12.3
5,h,1351000,3224,12.3
3,h,1205000,3224,12.3
3,h,1210000,2547,12.3
4,h,1410000,3692,15.5
3,u,815000,3692,15.5
3,u,960000,3578,11.4
4,h,1486000,3578,11.4
2,t,,5087,21.5
3,h,1010000,5087,21.5
3,t,1120000,5087,21.5
3,t,930000,5087,21.5
4,h,1865000,5087,21.5
4,h,3970000,2309,1.8
2,t,660000,7485,8.5
4,h,770000,7485,8.5
2,u,496000,7485,8.5
3,h,585000,7485,8.5
2,t,540000,7485,8.5
3,h,,7485,8.5
3,h,708000,7485,8.5
2,u,497000,7485,8.5
3,h,800000,7485,8.5
3,h,,8648,3.5
2,h,,8648,3.5
4,h,1995000,8648,3.5
1,u,,8648,3.5
2,u,575000,8648,3.5
2,h,1000000,8648,3.5
2,u,,7717,4.6
2,u,805000,7717,4.6
1,u,,7717,4.6
2,h,1615000,7717,4.6
2,u,645000,7717,4.6
2,h,,7717,4.6
2,u,550000,7717,4.6
1,u,410000,7717,4.6
4,h,770000,14577,8.4
3,h,800000,14577,8.4
4,h,1075000,14577,8.4
3,h,1015000,14577,8.4
2,h,825000,14577,8.4
2,u,532500,14577,8.4
3,t,880000,14577,8.4
3,h,1020000,14577,8.4
2,h,980000,21650,12
4,h,678500,21650,12
2,h,861500,21650,12
3,h,801000,21650,12
4,h,1150000,21650,12
3,h,760000,21650,12
2,u,490000,21650,12
3,h,605000,21650,12
3,h,810000,21650,12
2,t,652000,21650,12
2,u,690000,14949,2.4
2,h,1050000,14949,2.4
3,h,2060000,14949,2.4
2,u,490000,14949,2.4
3,t,,14949,2.4
3,h,740000,7785,19.9
4,h,928000,7785,19.9
4,h,886000,4407,21.3
3,h,1090000,4407,21.3
3,h,1010000,3619,19.9
2,t,580000,3619,19.9
3,h,,3540,8.9
4,h,,3540,8.9
4,h,1150000,3540,8.9
4,h,513000,5833,20.6
5,h,840000,5833,20.6
4,h,465000,5833,20.6
2,u,535000,4497,15.2
5,h,,4497,15.2
4,h,,4497,15.2
4,h,730000,8077,35.4
4,h,770000,8077,35.4
2,h,665000,2417,5.1
3,h,950000,2417,5.1
3,t,815000,984,6.2
2,u,321000,984,6.2
2,t,1100000,5943,1.9
3,h,,5943,1.9
3,h,1820000,5943,1.9
2,h,420000,7969,20.5
4,h,522000,7969,20.5
4,h,683500,7969,20.5
5,h,730000,7969,20.5
3,t,430000,7969,20.5
1,u,,14887,2.7
3,u,920000,14887,2.7
2,h,,14887,2.7
2,u,615000,14887,2.7
3,h,,14887,2.7
2,u,642000,14887,2.7
1,u,,14887,2.7
2,u,580000,8400,0.7
2,t,,1223,6.2
3,h,1100000,1223,6.2
5,h,660000,14042,14
2,h,,14042,14
3,h,,14042,14
2,h,680000,14042,14
5,h,1005000,915,16.1
1,u,,13240,5
2,t,1077000,13240,5
2,h,1301000,13240,5
2,u,,13240,5
2,h,1440000,13240,5
1,u,410000,13240,5
3,h,900000,3284,8.2
3,h,308000,14092,31.7
3,h,718000,4217,10.5
4,h,685000,6763,10.5
3,h,475000,6763,10.5
2,u,825000,5457,10.2
3,h,1525000,5457,10.2
2,u,,5457,10.2
2,h,1260000,5457,10.2
4,h,,5457,10.2
5,h,,5457,10.2
4,h,2360000,5457,10.2
3,h,571000,3640,18
3,h,482000,10160,18.4
5,h,750000,10160,18.4
4,h,508000,10160,18.4
3,h,625000,5336,15.5
4,h,1475000,6202,15.5
3,h,1210000,6202,15.5
3,h,868000,6202,15.5
4,h,1583000,6202,15.5
4,h,1181000,5420,12.4
3,h,1385000,5420,12.4
3,h,700000,7955,15.3
3,h,838000,7955,15.3
4,h,670000,7955,15.3
4,h,,7955,15.3
3,h,647000,7955,15.3
3,h,,8870,7
3,t,865000,8870,7
2,u,462000,8870,7
3,h,1100000,8870,7
4,h,1635000,8870,7
3,t,998000,8870,7
6,h,,7217,4.1
4,h,,7217,4.1
3,u,,7217,4.1
2,h,,7217,4.1
2,u,650000,7217,4.1
4,h,,7217,4.1
4,h,613000,5811,18.4
3,h,666000,3296,12.9
3,h,655000,3296,12.9
2,u,535000,4181,17.2
2,u,570000,4181,17.2
5,h,1200000,5424,14.7
3,t,755500,7082,14.7
3,h,933000,7082,14.7
4,h,1566000,7082,14.7
3,h,,2329,14.5
3,h,485000,16166,14.7
3,h,580000,16166,14.7
3,h,605000,16166,14.7
3,h,1045000,16166,14.7
3,h,415000,16166,14.7
3,h,650000,16166,14.7
4,h,540000,16166,14.7
3,h,890000,5058,6.4
2,h,,2230,3.1
3,h,1750000,2230,3.1
3,h,,2474,16.5
3,h,462500,2474,16.5
3,h,930500,7392,16.7
4,h,,7392,16.7
2,h,1000000,6380,6.8
5,h,2040000,6380,6.8
3,h,,6380,6.8
4,h,1412000,6380,6.8
2,u,465000,6380,6.8
3,h,1575000,802,6.8
4,h,1520000,802,6.8
3,t,720000,802,6.8
2,u,690000,4380,4.6
4,h,622000,2940,25.5
4,h,565500,5262,27.2
4,h,482000,5262,27.2
4,h,955000,1369,12.7
3,h,892000,6543,6.3
1,u,,6543,6.3
4,h,985500,6543,6.3
2,u,650000,6543,6.3
3,t,1070000,6543,6.3
2,u,397000,6543,6.3
2,h,1172500,4019,3
4,h,758000,3464,10.4
2,u,440000,3464,10.4
2,h,,3280,3
4,t,,2211,5.7
3,h,1480000,2211,5.7
3,u,730000,5301,11
3,t,916500,5301,11
3,h,,5132,9.4
2,h,,5132,9.4
3,u,,4836,6.3
3,h,,4836,6.3
3,h,1425000,6567,4.3
3,h,925000,6567,4.3
4,h,1415000,2894,10.2
3,h,745000,2824,21.5
4,h,860000,2824,21.5
4,h,955000,2824,21.5
2,u,625000,5682,7.9
2,t,700000,5682,7.9
4,h,,5682,7.9
3,h,1700000,7809,9.7
3,h,1750000,7809,9.7
4,h,,5030,23.2
4,h,1945000,5366,17.3
3,t,1100000,5366,17.3
2,u,725000,6795,11.4
3,h,1307000,10969,13.8
4,h,1010000,10969,13.8
2,h,702000,10969,13.8
2,h,813000,10969,13.8
4,t,,10969,13.8
3,h,,17093,35.2
3,u,,5713,13.4
3,h,,5713,13.4
3,h,905000,2867,13.4
5,h,,9704,25
2,u,465000,4605,10.9
2,h,670000,3589,8.6
3,t,,10579,10.5
3,h,1875000,10579,10.5
3,h,,10579,10.5
4,h,2400000,10579,10.5
3,u,1266000,10579,10.5
5,h,1915000,6938,10.3
4,h,1840000,6938,10.3
4,h,,6938,10.3
2,u,755000,6938,10.3
4,h,1650000,6938,10.3
4,h,1358000,11918,5.2
3,h,840000,11918,5.2
3,h,,11918,5.2
2,t,685000,11918,5.2
2,u,600000,11918,5.2
3,u,940000,11918,5.2
4,h,680000,10175,12.1
3,h,680000,10175,12.1
3,h,653000,10175,12.1
4,h,900000,5678,10.4
6,h,1205000,4048,14.7
3,h,1015000,4048,14.7
4,h,,2674,14.8
3,t,1500000,8920,7.7
5,h,4440000,8920,7.7
3,h,,8920,7.7
3,h,,8920,7.7
5,h,,8920,7.7
2,h,620000,8920,7.7
1,u,435000,6786,1.6
2,u,660000,6786,1.6
2,t,872000,6786,1.6
2,t,707000,7822,10.1
2,u,804000,7822,10.1
3,h,485000,8060,34.9
2,u,520500,6923,7.8
3,h,1450000,5051,8.7
2,h,1002000,3582,11.7
3,h,1370000,9758,17.9
4,h,,2727,17.5
3,h,2120000,5837,16.7
2,h,,4734,17.5
3,u,,4734,17.5
2,u,495000,2954,3.6
1,u,325000,2954,3.6
3,h,1370000,2954,3.6
2,t,657000,11204,6.7
3,t,,11204,6.7
3,h,835500,3445,6.7
3,h,707000,3445,6.7
1,u,457000,4553,2
2,u,380000,4553,2
3,h,,15510,20.6
3,h,425000,15510,20.6
3,h,,15510,20.6
2,u,,2985,23
4,h,730000,2985,23
3,u,415000,10894,24.7
3,h,,8322,24.7
3,h,665000,8322,24.7
4,h,539000,8322,24.7
3,h,,8322,24.7
3,u,,892,7.9
3,h,442000,6388,14.8
3,h,,6388,14.8
5,h,990000,4258,21.8
4,t,780000,3940,22.2
4,h,995000,3940,22.2
4,t,1370000,4707,1.4
3,h,1310000,9028,12.4
3,h,,9028,12.4
4,u,753000,9028,12.4
3,h,1202500,10999,14.3
4,h,958000,10999,14.3
3,t,,10999,14.3
4,h,910000,10999,14.3
4,h,1265000,10999,14.3
4,h,,4790,16.1
1,u,,3040,1.3
3,h,1450000,3040,1.3
3,h,795000,2546,27
4,h,2600000,4898,7.2
4,h,765000,6990,18
3,h,860000,6990,18
4,h,1350000,2346,18
1,u,,8989,7.2
2,u,1015000,8989,7.2
2,u,,8989,7.2
5,h,480000,10926,19.6
3,h,,10926,19.6
5,h,480000,10926,19.6
4,h,614000,10926,19.6
3,h,470000,10926,19.6
4,h,546000,10926,19.6
3,t,650000,9264,7.5
1,u,253000,9264,7.5
2,u,460000,5070,13.1
2,h,619000,5070,13.1
4,h,635000,10788,24.8
2,t,880000,5825,2.1
4,h,3310000,5825,2.1
3,h,1481000,5825,2.1
3,h,,6244,3.6
3,h,1012000,3593,3.4
3,h,885000,3593,3.4
3,h,1315000,3593,3.4
4,h,1100000,7570,5.1
3,h,932000,7570,5.1
2,h,,4385,15.4
3,h,900000,4385,15.4
3,h,862000,4385,15.4
3,h,626000,17055,38
3,h,560000,17055,38
2,u,,17055,38
4,h,686000,7566,38
4,h,850000,3376,45.9
3,h,510000,3285,12.9
3,h,505000,3285,12.9
3,h,,10412,7.3
3,h,1875000,10412,7.3
4,h,,10412,7.3
3,h,1430000,10412,7.3
3,t,,15321,16.7
5,h,1580000,15321,16.7
6,h,,15321,16.7
3,h,678000,8524,16.1
3,h,710000,8524,16.1
2,h,520000,8524,16.1
4,h,625500,4864,20.4
4,h,,4864,20.4
4,h,596000,4864,20.4
4,h,681000,4864,20.4
4,h,777000,2606,11.2
3,h,634000,2606,11.2
2,h,722000,2606,11.2
3,u,,3728,32.3
2,u,786000,5454,13.8
4,t,1335000,2356,13.8
3,h,1255000,2356,13.8
2,u,725000,2356,13.8
2,u,520000,11308,5.3
1,u,480000,11308,5.3
2,u,571000,11308,5.3
2,u,,11308,5.3
2,u,630000,11308,5.3
4,h,3225000,11308,5.3
5,h,,11308,5.3
4,h,,11308,5.3
2,u,573000,6482,6.2
1,u,,6482,6.2
2,u,820000,6482,6.2
3,u,,6482,6.2
2,u,680000,6482,6.2
3,h,795000,3794,21.3
8,h,,2947,8.8
4,h,1580000,4794,16
3,h,1360000,4794,16
3,h,416000,5556,18
3,h,463500,13830,18.4
3,h,641000,13830,18.4
5,h,455000,13830,18.4
3,h,381000,13830,18.4
4,h,900000,3145,12.3
3,h,,768,12.3
3,h,650000,5549,7.8
4,h,1278000,5549,7.8
4,h,,5549,7.8
2,u,485000,1554,7.8
4,h,564000,3656,15.5
2,u,470000,5629,11.7
4,h,760000,5629,11.7
3,h,,5629,11.7
2,h,1234500,5263,3.4
2,u,666000,5263,3.4
2,u,,5263,3.4
2,h,785000,5263,3.4
2,u,564000,5263,3.4
3,h,2770000,10331,5.4
6,h,6500000,10331,5.4
4,h,2250000,10331,5.4
2,u,843000,10331,5.4
2,u,725000,10331,5.4
4,t,,10331,5.4
2,u,580000,10331,5.4
3,h,1615000,2671,7.3
2,u,655000,2671,7.3
3,h,,1808,6.4
2,t,368000,8279,16.3
3,h,680000,8279,16.3
2,h,885000,4168,12.7
3,h,707000,4168,12.7
4,h,490000,4168,12.7
2,h,646000,3873,6.4
2,u,,3873,6.4
2,u,,3873,6.4
4,h,3800000,4675,5.9
3,h,,8801,8.4
3,h,2305000,8801,8.4
2,t,,8801,8.4
4,h,,8801,8.4
2,t,620000,4918,4.3
3,u,,4918,4.3
2,u,600500,2397,11.4
1,u,432000,17496,0
2,u,585000,17496,0
1,u,400000,17496,0
1,u,210000,17496,0
3,h,,3600,31.7
3,u,616000,6162,20
2,h,1690000,2019,3
